-5.00000000	-0.89176815	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-4.80000000	-0.89176815	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-4.60000000	-0.89194414	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-4.40000000	-0.89212013	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-4.20000000	-0.89229612	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-4.00000000	-0.89247210	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-3.80000000	-0.89264809	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-3.60000000	-0.89282408	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-3.40000000	-0.89300006	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-3.20000000	-0.89317605	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-3.00000000	-0.89335204	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-2.80000000	-0.89352803	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-2.60000000	-0.89370401	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-2.40000000	-0.89388000	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-2.20000000	-0.89405599	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-2.00000000	-0.89423197	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-1.80000000	-0.89440796	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-1.60000000	-0.89458395	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-1.40000000	-0.89475994	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-1.20000000	-0.89493592	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-1.00000000	-0.89511191	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-0.80000000	-0.89528790	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-0.60000000	-0.89546388	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-0.40000000	-0.89563987	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
-0.20000000	-0.89581586	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
0.00000000	-0.89599185	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
0.20000000	-0.89616783	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
0.40000000	-0.89634382	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
0.60000000	-0.89651981	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
0.80000000	-0.89669579	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
1.00000000	-0.89687178	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
1.20000000	-0.89704777	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
1.40000000	-0.89704777	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
1.60000000	-0.89661758	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
1.80000000	-0.89616783	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
2.00000000	-0.89571809	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
2.20000000	-0.89526834	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
2.40000000	-0.89481860	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
2.60000000	-0.89436885	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
2.80000000	-0.89391911	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
3.00000000	-0.89346936	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
3.20000000	-0.89301962	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
3.40000000	-0.89256987	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
3.60000000	-0.89212013	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
3.80000000	-0.89167038	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
4.00000000	-0.89122064	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
4.20000000	-0.89077089	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
4.40000000	-0.89032115	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
4.60000000	-0.88987140	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
4.80000000	-0.88942166	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
5.00000000	-0.88897191	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
5.20000000	-0.88852217	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
5.40000000	-0.88807242	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
5.60000000	-0.88762268	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
5.80000000	-0.88717293	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
6.00000000	-0.88672319	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
6.20000000	-0.88627345	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
6.40000000	-0.88582370	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
6.60000000	-0.88537396	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
6.80000000	-0.88492421	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
7.00000000	-0.88447447	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
7.20000000	-0.88402472	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
7.40000000	-0.88357498	-5.20000000	0.00000000	-12.40000000	0.00000000	0.00000000	0.00000000
