-5.00000000	-0.01892951	0.00000000	0.16226729	0.00000000	0.03800000	0.00000000
-4.80000000	-0.01829074	0.00000000	0.17109891	0.00000000	0.03488737	0.00000000
-4.60000000	-0.01815766	0.00000000	0.17477165	0.00000000	0.03177413	0.00000000
-4.40000000	-0.01847620	0.00000000	0.17328064	0.00000000	0.02866027	0.00000000
-4.20000000	-0.01919227	0.00000000	0.16662138	0.00000000	0.02554580	0.00000000
-4.00000000	-0.02025175	0.00000000	0.15478975	0.00000000	0.02243071	0.00000000
-3.80000000	-0.02150074	0.00000000	0.13940595	0.00000000	0.01931501	0.00000000
-3.60000000	-0.02270249	0.00000000	0.12391421	0.00000000	0.01619870	0.00000000
-3.40000000	-0.02384978	0.00000000	0.10842695	0.00000000	0.01308177	0.00000000
-3.20000000	-0.02494271	0.00000000	0.09294419	0.00000000	0.00996423	0.00000000
-3.00000000	-0.02598135	0.00000000	0.07746592	0.00000000	0.00684607	0.00000000
-2.80000000	-0.02696020	0.00000000	0.06199055	0.00000000	0.00372730	0.00000000
-2.60000000	-0.02785488	0.00000000	0.04651119	0.00000000	0.00060791	0.00000000
-2.40000000	-0.02866252	0.00000000	0.03102734	0.00000000	-0.00251209	0.00000000
-2.20000000	-0.02938311	0.00000000	0.01553936	0.00000000	-0.00563270	0.00000000
-2.00000000	-0.03001662	0.00000000	0.00004759	0.00000000	-0.00875393	0.00000000
-1.80000000	-0.03056658	0.00000000	-0.01544750	0.00000000	-0.01187577	0.00000000
-1.60000000	-0.03106968	0.00000000	-0.03094454	0.00000000	-0.01499823	0.00000000
-1.40000000	-0.03153572	0.00000000	-0.04644338	0.00000000	-0.01812130	0.00000000
-1.20000000	-0.03196468	0.00000000	-0.06194417	0.00000000	-0.02124499	0.00000000
-1.00000000	-0.03235657	0.00000000	-0.07744710	0.00000000	-0.02436929	0.00000000
-0.80000000	-0.03271015	0.00000000	-0.09295236	0.00000000	-0.02749420	0.00000000
-0.60000000	-0.03296953	0.00000000	-0.10846070	0.00000000	-0.03061973	0.00000000
-0.40000000	-0.03310431	0.00000000	-0.12397191	0.00000000	-0.03374587	0.00000000
-0.20000000	-0.03311447	0.00000000	-0.13948526	0.00000000	-0.03687263	0.00000000
0.00000000	-0.03300000	0.00000000	-0.15500000	0.00000000	-0.04000000	0.00000000
0.20000000	-0.03276089	0.00000000	-0.17051540	0.00000000	-0.04312799	0.00000000
0.40000000	-0.03241986	0.00000000	-0.18603086	0.00000000	-0.04625659	0.00000000
0.60000000	-0.03200364	0.00000000	-0.20154619	0.00000000	-0.04938580	0.00000000
0.80000000	-0.03151225	0.00000000	-0.21706114	0.00000000	-0.05251563	0.00000000
1.00000000	-0.03094571	0.00000000	-0.23257550	0.00000000	-0.05564607	0.00000000
1.20000000	-0.03030400	0.00000000	-0.24808905	0.00000000	-0.05877713	0.00000000
1.40000000	-0.02959543	0.00000000	-0.26360177	0.00000000	-0.06190818	0.00000000
1.60000000	-0.02884027	0.00000000	-0.27911409	0.00000000	-0.06503774	0.00000000
1.80000000	-0.02803943	0.00000000	-0.29462612	0.00000000	-0.06816572	0.00000000
2.00000000	-0.02719291	0.00000000	-0.31013795	0.00000000	-0.07129214	0.00000000
2.20000000	-0.02630068	0.00000000	-0.32564966	0.00000000	-0.07441699	0.00000000
2.40000000	-0.02535024	0.00000000	-0.34116081	0.00000000	-0.07754026	0.00000000
2.60000000	-0.02427790	0.00000000	-0.35666848	0.00000000	-0.08066197	0.00000000
2.80000000	-0.02307473	0.00000000	-0.37217152	0.00000000	-0.08378210	0.00000000
3.00000000	-0.02174076	0.00000000	-0.38766911	0.00000000	-0.08690067	0.00000000
3.20000000	-0.02027602	0.00000000	-0.40316046	0.00000000	-0.09001767	0.00000000
3.40000000	-0.01868536	0.00000000	-0.41864505	0.00000000	-0.09313310	0.00000000
3.60000000	-0.01703130	0.00000000	-0.43412605	0.00000000	-0.09624695	0.00000000
3.80000000	-0.01533309	0.00000000	-0.44960465	0.00000000	-0.09935924	0.00000000
4.00000000	-0.01359070	0.00000000	-0.46508095	0.00000000	-0.10246996	0.00000000
4.20000000	-0.01180411	0.00000000	-0.48055505	0.00000000	-0.10557911	0.00000000
4.40000000	-0.00997254	0.00000000	-0.49602700	0.00000000	-0.10868668	0.00000000
4.60000000	-0.00803684	0.00000000	-0.51149212	0.00000000	-0.11179269	0.00000000
4.80000000	-0.00595992	0.00000000	-0.52694679	0.00000000	-0.11489713	0.00000000
5.00000000	-0.00374183	0.00000000	-0.54239008	0.00000000	-0.11800000	0.00000000
5.20000000	-0.00138264	0.00000000	-0.55782108	0.00000000	-0.12110130	0.00000000
5.40000000	0.00111758	0.00000000	-0.57323888	0.00000000	-0.12420103	0.00000000
5.60000000	0.00369324	0.00000000	-0.58864899	0.00000000	-0.12729919	0.00000000
5.80000000	0.00625448	0.00000000	-0.60406031	0.00000000	-0.13039578	0.00000000
6.00000000	0.00880084	0.00000000	-0.61947360	0.00000000	-0.13349080	0.00000000
6.20000000	0.01133240	0.00000000	-0.63488960	0.00000000	-0.13658425	0.00000000
6.40000000	0.01384928	0.00000000	-0.65030901	0.00000000	-0.13967613	0.00000000
6.60000000	0.01640183	0.00000000	-0.66572675	0.00000000	-0.14276644	0.00000000
