0	59.9734	0	1.78511	0	0	0	0	0.0297562	0	0	0	100	1043	
0.1	59.9734	0	1.78511	0	2.86997e-009	0	0	0.0297562	0	6	0	100	1043	
0.2	59.9734	0	1.78511	0	4.44194e-009	0	0	0.0297562	0	12	0	100	1043	
0.3	59.9734	0	1.78511	0	5.30296e-009	0	0	0.0297562	0	18	0	100	1043	
0.4	59.9734	0	1.78511	0	5.77456e-009	0	0	0.0297562	0	24	0	100	1043	
0.5	59.9734	0	1.78511	0	6.03287e-009	0	0	0.0297562	0	30	0	100	1043	
0.6	59.9734	0	1.78511	0	6.17436e-009	0	0	0.0297562	0	36	0	100	1043	
0.7	59.9734	0	1.78511	0	6.25186e-009	0	0	0.0297562	0	42	0	100	1043	
0.8	59.9734	0	1.78511	0	1.38983e-009	0	0	0.0297562	0	48	0	100	1043	
0.9	59.9734	0	1.78511	0	-1.27325e-009	0	0	0.0297562	0	54	0	100	1043	
1	59.9734	0	1.78511	0	-2.7319e-009	0	0	0.0297562	0	60	0	100	1043	
1.1	59.9734	0	1.78511	0	-3.53085e-009	0	0	0.0297562	0	66	0	100	1043	
1.2	59.9734	0	1.78511	0	-3.96846e-009	0	0	0.0297562	0	72	0	100	1043	
1.3	59.9734	0	1.78511	0	-4.20815e-009	0	0	0.0297562	0	78	0	100	1043	
1.4	59.9734	0	1.78511	0	-4.33944e-009	0	0	0.0297562	0	84	0	100	1043	
1.5	59.9734	0	1.78511	0	-4.41135e-009	0	0	0.0297562	0	90	0	100	1043	
1.6	59.9734	0	1.78511	0	-4.45074e-009	0	0	0.0297562	0	96	0	100	1043	
1.7	59.9734	0	1.78511	0	-4.47231e-009	0	0	0.0297562	0	102	0	100	1043	
1.8	59.9734	0	1.78511	0	-4.48413e-009	0	0	0.0297562	0	108	0	100	1043	
1.9	59.9734	0	1.78511	0	-4.4906e-009	0	0	0.0297562	0	114	0	100	1043	
2	59.9734	0	1.78511	0	-4.49414e-009	0	0	0.0297562	0	120	0	100	1043	
2.1	59.9734	0	1.78511	0	-4.49609e-009	0	0	0.0297562	0	126	0	100	1043	
2.2	59.9734	0	1.78511	0	-4.49715e-009	0	0	0.0297562	0	132	0	100	1043	
2.3	59.9734	0	1.78511	0	-4.49773e-009	0	0	0.0297562	0	138	0	100	1043	
2.4	59.9734	0	1.78511	0	-4.49805e-009	0	0	0.0297562	0	144	0	100	1043	
2.5	59.9734	0	1.78511	0	-4.49823e-009	0	0	0.0297562	0	150	0	100	1043	
2.6	59.9734	0	1.78511	0	-4.49832e-009	0	0	0.0297562	0	156	0	100	1043	
2.7	59.9734	0	1.78511	0	-4.49837e-009	0	0	0.0297562	0	162	0	100	1043	
2.8	59.9734	0	1.78511	0	-4.4984e-009	0	0	0.0297562	0	168	0	100	1043	
2.9	59.9734	0	1.78511	0	-4.49842e-009	0	0	0.0297562	0	174	0	100	1043	
3	59.9734	0	1.78511	0	-4.49843e-009	0	0	0.0297562	0	180	0	100	1043	
3.1	59.9734	0	1.78511	0	-4.49843e-009	0	0	0.0297562	0	186	0	100	1043	
3.2	59.9734	0	1.78511	0	-4.49843e-009	0	0	0.0297562	0	192	0	100	1043	
3.3	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	198	0	100	1043	
3.4	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	204	0	100	1043	
3.5	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	210	0	100	1043	
3.6	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	216	0	100	1043	
3.7	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	222	0	100	1043	
3.8	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	228	0	100	1043	
3.9	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	234	0	100	1043	
4	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	240	0	100	1043	
4.1	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	246	0	100	1043	
4.2	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	252	0	100	1043	
4.3	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	258	0	100	1043	
4.4	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	264	0	100	1043	
4.5	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	270	0	100	1043	
4.6	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	276	0	100	1043	
4.7	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	282	0	100	1043	
4.8	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	288	0	100	1043	
4.9	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	294	0	100	1043	
5	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	300	0	100	1043	
5.1	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	306	0	100	1043	
5.2	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	312	0	100	1043	
5.3	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	318	0	100	1043	
5.4	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	324	0	100	1043	
5.5	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	330	0	100	1043	
5.6	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	336	0	100	1043	
5.7	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	342	0	100	1043	
5.8	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	348	0	100	1043	
5.9	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	354	0	100	1043	
6	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	360	0	100	1043	
6.1	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	366	0	100	1043	
6.2	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	372	0	100	1043	
6.3	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	378	0	100	1043	
6.4	59.9734	0	1.78511	0	-4.49844e-009	0	0	0.0297562	0	384	0	100	1043	
